0,1,2,3,4,5,6
,한국아동·청소년패널조사 2018 성인용 코드북,,,,,
,,,,,,
,! 시트명 변경 시 하이퍼링크가 작동하지 않음,,,,,
,문항,,,변수명,값,값설명
,,,,,,
,-,,,ID,-,종단자료 연계를 위한 고유 ID
,,,,HID,-,가구 ID
,,,,PID,-,개인 ID
,,졸업 후 취업 전망,,YUNI1B02,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,부모님(가족)의 권유,,YUNI1B03,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,친구 또는 친지의 권유,,YUNI1B04,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,학교선생님의 권유,,YUNI1B05,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,자신의 관심과 적성,,YUNI1B06,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,자신의 성적(수능/내신),,YUNI1B07,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,지난 학기(조사년도 1학기) 등록금은 총 얼마입니까?,,,YUNI1C01,1,300만원 미만
,,,,,2,300~400만원 미만
,,,,,3,400~500만원 미만
,,,,,4,500~600만원 미만
,,,,,5,600만원 이상
,지난 학기(조사년도 1학기) 등록금은 주로 어떻게 마련하였습니까?,,,YUNI1C02,1,부모님의 도움
,,,,,2,친척이나 친지의 도움
,,,,,3,본인이 마련(아르바이트 등)
,,,,,4,장학금
,,,,,5,"대출(한국장학재단, 은행 및 사금융)"
,,,,,6,기타
,,,,YUNI1C02_T,-,기타(적을 것: )
,등록금에 대한 경제적 부담은 어느 정도 입니까?,,,YUNI1C03,1,전혀 부담이 되지 않는다
,,,,,2,부담이 되지 않는다
,,,,,3,부담이 된다
,,,,,4,매우 부담이 된다
,현재 일하고 있는 직장(직업)은 어느 지역에 있습니까?,,,YJOB1A01,1,서울
,,,,,2,부산
,,,,,3,대구
,,,,,4,인천
,,,,,5,광주
,,,,,6,대전
,,,,,7,울산
,,,,,8,세종
,,,,,9,경기
,,,,,10,강원
,,,,,11,충북
,,,,,12,충남
,,,,,13,전북
,,,,,14,전남
,,,,,15,경북
,,,,,16,경남
,,,,,17,제주
,,,,,18,해외
,현재 자신의 직장(직업)생활에 대하여 얼마나 만족하십니까? ,,,YJOB1A02,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,현재 어떤 직종의 일을 하고 있습니까? ,,,YJOB1A03,1,관리자
,,,,,2,전문가 및 관련 종사자
,,,,,3,사무종사자
,,,,,4,서비스 종사자
,,,,,5,판매 종사자
,,,,,6,농림어업 숙련 종사자
,,,,,7,기능원 및 관련 기능 종사자
,,,,,8,장치･기계조작및 조립 종사자
,,,,,9,단순노무종사자
,,,,,10,군인
,현재 직업(직장)에서 지위는 다음 중 어디에 해당됩니까?,,,YJOB1A04,1,상용근로자
,,,,,2,임시근로자
,,,,,3,일용근로자
,,,,,4,고용원이 있는 자영업자
,,,,,5,고용원이 없는 자영업자
,,,,,6,무급가족 종사자
,현재 직업(직장)에서의 월평균 소득은 얼마입니까?,,,YJOB1A05,1,200만원 미만
,,,,,2,200~250만원 미만
,,,,,3,250~300만원 미만
,,,,,4,300~350만원 미만
,,,,,5,350~400만원 미만
,,,,,6,400~450만원 미만
,,,,,7,450~500만원 미만
,,,,,8,500만원 이상
,"현재 직업(직장)에 취업하기 위한 정보는 주로 어떤 경로를 통해 얻었습니까?
가장 주된 경로를 선택해 주세요",,,YJOB1A06,1,"부모 및 형제자매, 친척, 친구, 선후배"
,,,,,2,공공 취업알선기관(고용센터 등)
,,,,,3,"민간 취업알선기관(직업소개소, 학원 등)"
,,,,,4,"신문, TV, 생활정보지 등 언론매체"
,,,,,5,"인터넷(워크넷, 잡코리아, 등 인터넷 구직사이트)"
,,,,,6,취업박람회
,,,,,7,기타
,,,,YJOB1A06_T,-,기타(적을 것: )
,현재 일하고 있는 직업(직장)은 귀하가 원했던 직장입니까?,,,YJOB1A07,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,현재 일하고 있는 직장(직업)에 얼마나 만족하십니까? 다음 각 항목에 대하여 자신에게 해당하는 응답을 선택해 주십시오,임금(소득),,YJOB1B01,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,,고용 안정성,,YJOB1B02,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,,복리후생,,YJOB1B03,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,,업무내용,,YJOB1B04,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,,"근무환경(시설, 위생상태, 안전도 등)",,YJOB1B05,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,,발전가능성,,YJOB1B06,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,앞으로 직장(직업)을 옮길 의사(이직 의사)가 있습니까?,,,YJOB1C01,1,전혀 이직할 의사가 없다
,,,,,2,이직을 고려하지 않고 있다
,,,,,3,이직을 고려하고 있다
,,,,,4,반드시 이직하고 싶다
,앞으로 대학에 진학할 의사가 있습니까?,,,YJOB1C02,1,전혀 진학할 의사가 없다
,,,,,2,진학을 고려하지 않고 있다
,,,,,3,진학을 고려하고 있다
,,,,,4,반드시 진학하고 싶다
,현재 대학 진학 또는 취업/사업을 준비하고 있습니까?,,,YNON1A01,1,대학 진학을 준비하고 있다
,,,,,2,취업/사업을 준비하고 있다
,,,,,3,대학 진학 및 취업을 준비하지 않고 있다
,앞으로 1년 이내에 대학 진학 또는 취업을 할 가능성이 어느 정도라고 생각하십니까?,,,YNON1A02,1,매우 낮다
,,,,,2,낮은 편이다
,,,,,3,높은 편이다
,,,,,4,매우 높다
,현재 진학이나 취업 준비를 하지 않고 있는 주된 이유는 무엇입니까?,,,YNON1A03,1,건강상의 문제로
,,,,,2,"집안사정 때문에(가사, 육아, 병간호 등)"
,,,,,3,병역문제 때문에
,,,,,4,공부나 일을 하기 싫어서
,,,,,5,"현재의 생활을 즐기기 위해(취미활동, 여행 등)"
,,,,,6,진학이나 취업할 가능성이 없기 때문에
,,,,,7,기타
,,,,YNON1A03_T,-,기타(적을 것: )
